CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,DONOR_GENDER,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,HOME_OWNER,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENCY_STATUS_96NK,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,SES,URBANICITY,WEALTH_RATING
69983,,0.0,84.0,M,18.0,4.0,U,3.0,9.0,34.0,242.0,32.0,12.0,3.0,82.0,475.0,239.0,130.0,19.0,19.0,12.0,0.0,32.0,74.95513968419031,25.0,9.601608066195368,1.0,10528.0,S,8.2,8.57,5.0,0.455,7.0,0.368,1.0,2,R,4.0
36255,4.0,3.0,78.0,M,7.0,1.0,H,1.0,10.0,27.0,129.0,12.0,15.0,2.0,69.0,893.0,323.0,129.0,20.0,20.0,13.0,2.0,49.0,23.0,37.0,69.0,1.0,15582.0,A,0.0,10.0,0.0,0.0,1.0,0.071,0.0,2,C,7.0
128120,6.0,0.0,73.0,M,3.0,2.0,H,6.0,16.0,14.0,55.0,4.0,16.0,10.0,30.0,505.0,209.0,36.0,18.0,18.0,12.0,0.0,41.0,19.0,39.0,70.0,0.0,11069.0,A,13.0,13.75,3.0,0.3,4.0,0.211,0.0,1,S,
24911,6.0,1.0,,M,10.0,4.0,U,3.0,4.0,22.0,176.0,23.0,11.0,3.0,,484.0,215.0,65.0,16.0,17.0,13.0,1.0,37.0,24.0,35.0,69.0,1.0,11194.0,S,10.0,10.0,5.0,0.455,6.0,0.3,1.0,2,T,
141489,3.0,0.0,108.93426092026507,F,8.0,1.0,U,,10.0,28.0,112.0,17.0,10.0,3.0,67.0,1383.0,410.0,123.0,26.0,26.0,7.0,0.0,51.0,20.0,59.0,72.0,1.0,22875.0,A,10.0,10.0,1.0,,2.0,0.133,5.0,2,U,3.0
149199,6.0,3.0,,M,2.0,3.0,U,,10.0,14.0,46.0,6.0,10.0,5.0,35.0,2667.0,481.0,41.0,22.0,22.0,13.0,0.0,18.0,25.0,41.0,75.0,1.0,23903.0,S,10.0,8.75,1.0,0.111,4.0,0.2,,1,U,
75288,6.0,0.0,73.0,M,7.0,4.0,H,5.0,25.0,19.0,229.0,14.0,25.0,5.0,45.0,1002.0,389.0,52.0,18.0,18.0,14.0,0.0,20.0,39.0,19.0,52.0,1.0,20929.0,S,21.4,22.0,5.0,0.455,6.0,0.3,1.0,1,S,9.0
161967,6.0,2.0,77.0,M,15.0,4.0,H,6.0,5.0,29.0,68.0,16.0,10.0,2.0,68.0,3228.0,333.0,125.0,17.0,17.0,13.0,0.0,31.0,8.0,25.0,,1.0,17885.0,S,5.29,5.29,7.0,0.7,7.0,0.438,1.0,1,S,9.0
129408,6.0,1.0,46.0,M,9.0,3.0,H,3.0,43.0,33.0,382.0,14.0,43.0,10.0,74.0,818.0,405.0,110.0,18.0,18.0,15.0,0.0,22.0,,0.0,82.0,0.0,13951.0,A,38.75,,4.0,0.364,5.0,0.238,8.58948326848196,2,S,6.0
98945,6.0,0.0,57.0,F,3.0,4.0,H,7.0,9.0,13.0,53.0,7.0,10.0,5.0,35.0,423.0,,-48.947478142868206,16.0,16.0,14.0,0.0,31.0,26.0,42.0,68.0,,11676.0,A,9.5,8.5,2.0,0.286,4.0,0.222,,2,T,1.0
151170,6.0,0.0,60.0,F,7.0,2.0,H,7.0,10.0,27.0,128.0,15.0,15.0,5.0,63.0,2738.0,480.0,123.0,19.0,19.0,13.0,0.0,28.0,13.0,57.0,65.0,0.0,18006.0,A,10.33,11.5,3.0,0.273,4.0,0.182,0.0,1,U,6.0
38266,2.0,4.0,75.0,F,0.0,1.0,H,4.0,15.0,4.0,15.0,1.0,15.0,,10.0,590.0,267.0,23.0,23.0,,5.0,0.0,11.0,38.0,55.0,85.0,0.0,8625.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,U,
178076,6.0,2.0,56.0,F,3.0,2.0,H,3.0,20.0,13.0,86.0,4.0,26.0,20.0,32.0,534.0,236.0,33.0,22.0,22.0,13.0,0.0,40.0,22.0,38.0,65.0,1.0,14858.0,A,20.0,20.0,3.0,0.7892080790596925,3.0,0.158,0.0,2,T,
88986,5.0,2.0,,M,26.0,4.0,U,,5.0,32.0,130.0,53.0,-33.486286143665865,1.0,,1762.0,598.0,128.0,18.0,18.0,,0.0,32.0,6.0,64.0,85.0,1.0,29472.0,S,2.5,2.8,6.0,0.6,9.145253460103914,0.526,1.0,1,U,7.0
138829,6.0,0.0,61.0,F,8.0,1.0,U,5.0,20.0,30.0,115.0,10.0,20.0,5.0,66.0,,185.0,115.0,21.0,21.0,13.0,0.0,45.0,26.0,33.0,52.0,1.0,11582.0,A,20.0,20.0,1.0,0.111,1.0,0.053,0.0,2,T,3.0
44104,6.0,2.0,44.0,M,3.0,3.0,U,2.0,25.0,,42.0,4.0,25.0,5.0,24.0,641.0,253.0,29.0,18.0,18.0,13.0,0.0,34.0,,33.0,44.0,1.0,13715.0,A,5.67,10.5,3.0,0.5,4.0,0.308,0.0,2,C,
78117,6.0,4.0,74.0,F,4.0,1.0,H,2.0,25.0,20.0,72.0,6.0,25.0,5.0,53.0,732.0,366.0,75.0,18.0,18.0,13.0,0.0,28.0,34.0,23.0,65.0,1.0,13849.0,A,20.0,22.5,1.0,0.111,2.0,0.105,13.0,2,R,7.0
135305,6.0,3.0,,F,6.0,2.0,U,,15.0,20.0,93.0,9.0,18.0,3.0,45.0,1125.0,246.0,57.0,,19.0,14.0,2.0,15.0,36.0,7.0,1.0,1.0,18473.0,A,14.67,14.2,3.0,0.273,5.0,0.25,0.0,1,C,3.0
14189,6.0,1.0,62.0,M,3.0,,H,4.0,5.0,14.0,84.0,12.0,11.0,2.0,59.0,687.0,382.0,53.0,6.0,19.0,33.0,0.0,23.0,33.0,6.0,89.0,0.0,11929.0,A,6.5,8.0,2.0,0.286,4.0,0.235,0.0,2,R,
123622,6.0,1.0,43.0,M,2.0,1.0,H,6.0,22.0,12.0,42.0,3.0,22.0,10.0,25.0,351.0,241.0,29.0,25.0,25.0,11.0,0.0,26.0,24.0,41.0,70.0,0.0,9113.0,A,16.0,16.0,2.0,0.25,2.0,0.133,0.0,3,S,
186358,6.0,2.0,,U,9.0,2.0,H,4.0,3.0,29.0,72.0,14.0,10.0,2.0,72.0,448.0,139.0,112.0,9.0,20.0,18.0,5.0,9.0,27.0,38.0,46.0,1.0,10164.0,S,10.0,8.67,1.0,0.125,3.0,0.158,1.0,2,C,
149526,5.0,3.0,41.0,F,0.0,2.0,U,,20.0,7.0,30.0,2.0,20.0,10.0,16.0,1911.0,401.0,20.0,16.0,16.0,12.0,0.0,15.0,15.0,23.0,48.0,0.0,14796.0,N,0.0,15.0,0.0,0.0,2.0,0.286,0.0,2,S,
66785,6.0,2.0,61.0,M,1.0,2.0,H,4.0,30.0,,130.0,6.0,30.0,10.0,57.0,592.0,403.0,79.0,18.0,,13.0,0.0,26.0,56.0,10.0,86.0,2.0036085611535746,12849.0,A,0.0,27.5,0.0,0.0,2.0,0.091,0.0,2,R,7.0
69447,4.0,4.0,45.0,F,0.0,1.0,,5.0,20.0,4.0,20.0,1.0,20.0,20.0,13.0,1472.0,532.0,18.0,18.0,,10.0,0.0,31.0,42.0,21.0,97.0,0.0,41980.15715896082,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,T,
191643,6.0,0.0,74.0,M,15.0,2.0,H,,10.0,31.0,418.0,35.0,20.0,10.0,84.0,,466.0,121.0,18.0,18.0,13.0,0.0,47.0,33.0,33.0,87.0,1.0,,,10.0,10.0,2.0,0.2,5.0,0.238,1.0,2,C,8.0
64991,5.0,0.0,76.0,F,10.0,3.0,U,2.0,6.0,25.0,84.0,16.0,6.0,2.0,58.0,600.0,,105.0,22.0,22.0,10.0,0.0,30.0,20.0,49.0,68.0,1.0,12736.0,S,6.0,6.0,4.0,0.4,7.0,0.333,1.0,2,T,
29786,6.0,4.0,68.0,M,9.0,4.0,H,1.0,6.0,17.0,129.0,16.0,10.0,5.0,39.0,314.0,189.0,45.0,15.0,17.0,13.0,0.0,25.0,30.0,39.0,55.0,1.0,9072.0,S,9.71,9.7,7.0,0.636,10.0,0.526,1.0,3,C,3.0
24159,4.0,4.0,47.0,F,2.0,1.0,H,,15.0,8.0,20.0,2.0,15.0,5.0,22.0,370.0,220.0,29.0,17.0,17.0,11.0,1.0,28.0,36.0,,81.0,0.0,7759.0,A,10.0,10.0,2.0,0.4,2.0,0.167,0.0,3,R,
60410,6.0,-2.341107033613227,,M,4.0,4.0,H,1.0,12.0,17.0,423.149923173827,10.0,15.0,6.0,43.0,933.0,305.0,44.0,19.0,19.0,13.0,0.0,30.0,46.0,19.0,94.0,0.0,13190.0,A,11.0,11.0,2.0,0.182,5.0,0.227,0.0,2,T,8.0
7829,5.0,0.0,32.0,M,3.0,4.0,H,3.0,7.0,18.0,56.0,7.0,12.0,5.0,46.0,840.0,241.0,68.0,15.0,15.0,13.0,0.0,6.0,33.0,50.0,49.0,0.0,9444.0,A,6.0,6.0,2.0,0.333,4.0,0.25,0.0,3,U,7.0
62610,6.0,1.0,56.0,F,2.0,4.0,H,5.0,5.0,10.0,35.0,6.0,8.0,3.0,24.0,602.0,371.0,31.0,18.0,18.0,12.0,0.0,36.0,15.0,37.0,87.0,0.0,14331.0,A,7.0,6.0,2.0,0.333,5.0,0.357,0.0,2,T,
118030,4.0,2.0,82.0,F,0.0,1.0,H,4.0,-21.71866388305432,4.0,25.0,1.0,25.0,25.0,12.0,413.0,204.0,19.0,19.0,,10.0,0.0,31.0,0.0,63.0,80.0,0.0,10771.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,R,
115060,,2.0,,M,6.0,3.0,U,,10.0,21.0,95.0,10.0,20.0,5.0,56.0,443.0,170.0,69.0,18.0,21.0,13.0,1.0,27.0,31.0,35.0,63.0,1.0,9808.0,S,7.5,8.33,2.0,0.222,3.0,0.158,1.0,2,T,2.0
141209,6.0,4.0,,M,5.0,2.0,U,,20.0,16.0,92.0,6.0,20.0,10.0,39.0,660.0,203.0,,20.0,20.0,14.0,0.0,,22.0,37.0,28.0,1.0,12060.0,S,17.5,17.5,4.0,0.364,4.0,0.19,1.0,2,S,
19504,4.0,4.0,65.0,M,2.0,1.0,H,5.0,15.0,10.0,30.0,3.0,15.0,5.0,29.0,2823.0,1500.0,53.0,17.0,17.0,11.0,0.0,24.0,99.0,86.3873337342539,99.0,0.0,36012.0,A,0.0,15.0,0.0,0.0,1.0,0.125,0.0,1,C,9.0
188828,8.0,2.0,51.0,U,7.0,3.0,U,,10.0,32.0,321.0,16.0,30.0,3.0,81.0,217.0,140.0,111.0,5.0,18.0,18.0,0.0,30.0,24.0,47.0,79.0,0.0,8163.0,A,23.33,25.6,3.0,0.273,5.0,0.227,-7.80641563113009,3,R,0.0
185074,6.0,3.0,75.0,,7.0,2.0,H,7.0,25.0,26.0,162.0,16.0,25.0,3.0,69.0,710.0,189.0,88.0,18.0,18.0,15.0,2.0,13.0,9.0,58.0,36.0,1.0,9835.0,A,10.0,15.0,1.0,0.091,4.0,0.182,0.0,3,U,1.0
162871,5.0,3.0,71.0,M,1.0,2.0,U,5.0,15.0,8.0,25.0,,15.0,10.0,19.0,3544.0,-190.64225672733522,24.0,15.0,15.0,11.0,0.0,26.0,29.0,24.0,25.0,0.0,20229.0,N,10.0,12.5,1.0,0.25,2.0,0.2,0.0,1,U,
18283,4.0,0.0,,M,3.0,3.0,U,,12.0,17.0,79.0,9.0,12.0,3.0,46.0,322.0,79.0,103.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,4648.0,A,9.5,10.25,2.0,0.222,4.0,0.211,0.0,3,C,
108651,3.0,0.0,53.0,F,1.0,1.0,U,2.0,15.0,5.0,15.0,1.0,15.0,15.0,15.0,405.0,145.0,21.0,21.0,21.0,8.0,,16.0,39.0,31.0,87.0,0.0,,N,15.0,15.0,1.0,0.333,1.0,0.143,0.0,3,T,
116266,3.0,4.0,,F,1.0,1.0,U,,15.0,6.0,15.0,1.0,15.0,15.0,16.0,700.0,240.0,24.0,24.0,24.0,7.0,0.0,22.0,26.0,49.0,11.0,0.0,13881.0,N,15.0,15.0,1.0,0.25,1.0,0.1,0.0,2,S,
10545,6.0,0.0,45.0,F,6.0,1.0,H,4.0,20.0,24.0,181.0,9.0,25.0,10.0,80.0,533.0,247.0,88.0,19.0,19.0,16.0,0.0,35.0,29.0,42.0,67.0,1.0,12365.0,A,20.0,20.0,1.0,0.1,2.0,0.1,0.0,2,R,0.0
125514,4.0,2.0,74.0,F,10.0,3.0,H,2.0,14.0,21.0,131.0,17.0,15.0,5.0,51.0,597.0,318.0,66.0,16.0,16.0,8.0,0.0,49.0,74.95513968419031,30.0,80.0,1.0,12200.0,S,10.0,9.75,2.0,0.182,4.0,,1.0,2,U,6.0
167149,3.0,4.0,52.0,M,2.0,1.0,H,6.0,20.0,11.0,44.0,3.0,20.0,10.0,30.0,2961.0,664.0,44.0,15.0,15.0,9.0,0.0,,25.0,20.0,90.0,0.0,23204.0,E,0.0,20.0,0.0,0.0,1.0,0.067,0.0,1,U,8.0
174629,6.0,0.0,52.0,F,3.0,1.0,H,7.0,25.0,18.0,92.0,5.0,25.0,10.0,43.0,1412.0,678.0,54.0,19.0,19.0,13.0,1.0,24.0,29.0,33.0,89.0,0.0,33308.0,A,20.0,23.33,1.0,0.1,3.0,0.143,0.0,1,S,9.0
130965,5.0,0.0,,F,2.0,1.0,U,,25.0,12.0,38.0,3.0,25.0,3.0,33.0,1130.0,438.0,65.0,21.0,21.0,11.0,0.0,33.0,24.0,25.0,81.0,0.0,17362.0,A,25.0,25.0,1.0,0.333,1.0,0.143,0.0,1,C,
108477,6.0,1.0,45.0,F,6.0,4.0,H,3.0,5.0,20.0,64.0,12.0,10.0,3.0,51.0,944.0,321.0,68.0,18.0,18.0,13.0,0.0,20.0,9.0,62.0,71.0,1.0,18672.0,A,6.67,6.0,3.0,0.333,5.0,0.278,0.0,1,U,9.0
123804,6.0,1.0,73.0,F,1.0,3.0,H,,16.0,18.0,55.0,7.0,16.0,2.0,46.0,451.0,219.0,67.0,15.0,15.0,14.0,0.0,28.0,25.0,35.0,72.0,0.0,10284.0,A,0.0,12.0,0.0,0.0,3.0,0.158,0.0,2,R,
12715,4.0,0.0,85.0,M,0.0,1.0,H,4.0,15.0,5.0,45.0,3.0,15.0,15.0,43.0,604.0,314.0,21.0,17.0,20.0,32.0,3.0,23.0,0.0,78.0,77.0,0.0,16211.0,F,0.0,15.0,0.0,,1.0,0.167,0.0,1,C,
11737,11.0,2.0,,M,3.0,2.0,U,2.0,31.0,23.0,161.7,9.0,,10.0,74.0,417.0,197.0,43.0,20.0,20.0,37.0,0.0,40.0,38.0,38.0,74.0,1.0,9483.0,F,26.0,22.33,2.0,0.182,3.0,0.136,0.0,2,R,5.0
121264,6.0,4.0,41.0,M,8.0,3.0,U,,25.0,19.0,213.0,12.0,30.0,5.0,48.0,333.0,255.0,52.0,20.0,20.0,13.0,0.0,19.0,13.0,41.0,75.0,1.0,7507.0,S,18.6,19.63,5.0,0.455,8.0,0.364,1.0,3,S,3.0
156307,5.0,1.0,,M,2.0,2.0,U,,20.0,7.0,30.0,2.0,,10.0,17.0,2165.0,373.0,22.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,56.0,0.0,19316.0,N,15.0,15.0,2.0,0.667,2.0,0.286,0.0,?,?,
95348,6.0,0.0,82.0,F,8.0,3.0,U,3.0,15.0,21.0,110.0,17.0,15.0,3.0,57.0,,473.0,104.0,16.0,16.0,14.0,0.0,42.0,17.0,42.0,9.601608066195368,1.0,21695.0,A,8.25,7.8,4.0,0.4,5.0,0.238,0.0,1,T,
114941,4.0,3.0,81.0,F,0.0,1.0,H,4.0,20.0,5.0,20.0,1.0,20.0,20.0,15.0,582.0,302.0,20.0,20.0,20.0,10.0,0.0,54.0,24.0,62.0,84.0,0.0,41980.15715896082,F,0.0,20.0,0.0,0.0,1.0,0.167,0.0,2,T,
123942,,0.0,33.0,F,1.0,2.0,U,4.0,16.0,11.0,50.0,3.0,20.0,14.0,25.0,345.0,176.0,31.0,18.0,18.0,13.0,0.0,31.0,37.0,31.0,86.0,0.0,8132.0,,20.0,16.67,1.0,0.143,3.0,0.2,0.0,3,R,
175906,5.0,2.0,,F,16.0,4.0,H,1.0,5.0,28.0,117.0,24.0,6.0,3.0,72.0,871.0,343.0,,15.0,15.0,14.0,0.0,39.0,21.0,38.0,62.0,1.0,17640.0,S,5.0,5.0,5.0,0.5,8.0,0.381,1.0,2,S,5.0
127444,6.0,1.0,41.0,M,5.0,3.0,U,2.0,25.0,23.0,148.0,8.0,25.0,3.0,58.0,759.0,270.0,89.0,18.0,21.0,14.0,0.0,19.0,10.0,47.0,39.0,1.0,13278.0,A,20.0,20.0,1.0,0.125,2.0,0.111,0.0,1,C,5.0
154195,4.0,3.0,,F,1.0,1.0,U,,20.0,5.0,20.0,1.0,,20.0,13.0,896.0,336.0,17.0,17.0,17.0,10.0,0.0,42.0,36.0,28.0,63.0,0.0,14513.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,2,T,
183476,6.0,1.0,47.0,F,10.0,4.0,H,7.0,25.0,23.0,144.0,13.0,25.0,5.0,57.0,718.0,471.0,76.0,18.0,18.0,15.0,0.0,32.0,31.0,24.0,81.0,1.0,18190.0,A,10.4,12.83,5.0,0.455,6.0,0.3,0.0,2,,8.0
139475,6.0,4.0,67.0,F,5.0,1.0,H,2.0,16.0,19.0,86.0,7.0,16.0,,51.0,654.0,245.0,65.0,20.0,20.0,13.0,0.0,39.0,45.0,16.0,51.0,,10513.0,A,15.0,15.0,2.0,0.222,2.0,0.105,0.0,2,U,5.0
183014,4.0,3.0,51.0,F,2.0,1.0,H,7.0,20.0,8.0,23.0,2.0,20.0,3.0,21.0,708.0,354.0,28.0,23.0,23.0,10.0,0.0,38.0,46.0,27.0,54.0,0.0,,A,11.5,11.5,2.0,0.4,2.0,0.167,0.0,2,S,
103953,4.0,3.0,,F,8.0,4.0,U,5.0,,16.0,,19.0,5.0,1.0,48.0,868.0,359.0,113.0,15.0,15.0,8.0,0.0,30.0,36.0,28.0,76.0,0.0,14270.0,A,2.67,2.63,3.0,0.6,4.0,,0.0,2,T,
83983,6.0,3.0,74.0,M,9.0,3.0,U,,15.0,30.0,290.0,20.0,20.0,5.0,74.0,866.0,375.0,-48.947478142868206,17.0,17.0,14.0,0.0,25.0,40.0,24.0,80.0,1.0,24617.0,S,15.0,15.83,3.0,0.273,6.0,0.286,1.0,1,S,6.0
180833,6.0,4.0,67.0,M,14.0,1.0,H,5.0,20.0,34.0,260.0,23.0,20.0,5.0,81.0,795.0,314.0,127.0,23.0,23.0,13.0,0.0,21.0,35.0,37.0,84.0,,10602.0,A,20.0,20.0,2.0,0.182,3.0,0.136,5.0,2,,3.0
26901,4.0,0.0,44.0,M,2.0,2.0,H,6.0,17.0,11.0,48.0,4.0,17.0,5.0,26.0,1109.0,435.0,80.0,17.0,17.0,6.0,0.0,29.0,62.0,,49.0,0.0,18871.0,A,17.0,16.0,1.0,0.167,2.0,0.167,0.0,1,S,8.0
92954,5.0,1.0,86.0,F,,3.0,H,7.0,7.0,30.0,144.0,26.0,10.0,3.0,76.0,,440.0,110.0,16.0,16.0,13.0,0.0,17.0,21.0,32.0,53.0,1.0,52748.0,S,6.0,6.0,4.0,0.4,6.0,0.3,1.0,1,U,9.0
96933,6.0,4.0,,F,4.0,4.0,U,,5.0,10.0,42.0,8.0,7.0,5.0,28.0,719.0,255.0,32.0,15.0,17.0,14.0,0.0,0.0,0.0,0.0,58.0,1.0,13409.0,A,5.0,5.0,3.0,0.5,5.0,0.385,0.0,,C,
29821,6.0,1.0,,F,3.0,3.0,U,,7.0,10.0,32.0,4.0,15.0,5.0,26.0,717.0,325.0,31.0,16.0,16.0,,17.0,39.0,68.0,0.0,88.0,0.0,13400.0,A,9.0,8.0,3.0,0.5,4.0,0.286,0.0,2,C,
43175,5.0,3.0,,F,1.0,1.0,U,,20.0,6.0,20.0,1.0,20.0,20.0,15.0,601.0,249.0,16.0,16.0,16.0,13.0,0.0,28.0,35.0,25.0,51.0,0.0,11235.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,1,C,
133126,6.0,0.0,70.0,M,2.0,4.0,U,2.0,5.0,9.0,37.0,6.0,8.0,5.0,25.0,450.0,227.0,31.0,19.0,19.0,13.0,0.0,25.0,25.0,36.0,78.0,0.0,8665.0,A,7.0,6.17,2.0,0.4,6.0,0.462,0.0,2,R,
36392,6.0,2.0,79.0,F,6.0,4.0,H,2.0,13.0,17.0,120.0,11.0,15.0,5.0,44.0,617.0,251.0,53.0,18.0,18.0,16.0,0.0,71.0,6.0,83.0,96.0,0.0,13896.0,A,13.5,13.17,4.0,0.4,6.0,0.333,0.0,2,C,3.0
158563,6.0,2.0,44.0,M,,3.0,H,7.0,12.0,17.0,102.0,10.0,12.0,5.0,39.0,4105.0,871.0,43.0,20.0,20.0,13.0,0.0,29.0,35.0,10.0,81.0,1.0,34311.0,S,10.71,10.71,7.0,0.636,7.0,0.368,1.0,1,S,
164532,6.0,4.0,54.0,F,2.0,1.0,H,1.0,,19.0,,4.0,26.0,10.0,,1266.0,406.0,53.0,20.0,20.0,13.0,3.0,50.0,64.0,17.0,68.0,0.0,14258.0,A,26.0,26.0,1.0,0.111,1.0,0.053,0.0,2,C,5.0
158022,4.0,0.0,79.0,F,11.0,,H,2.0,17.0,30.0,195.0,-18.58301950716246,17.0,3.0,72.0,2380.0,420.0,128.0,16.0,16.0,8.0,0.0,56.0,9.0,68.0,97.0,1.0,32129.0,A,15.5,15.33,2.0,0.2,3.0,0.188,3.0,1,C,
188401,5.0,3.0,68.0,F,3.0,1.0,U,1.0,25.0,27.0,93.0,6.0,25.0,10.0,76.0,3289.0,407.0,96.0,6.0,25.0,,1.0,34.0,31.0,49.0,48.0,0.0,-12761.372943099042,A,0.0,21.0,0.0,0.0,1.0,0.053,0.0,1,C,7.0
63612,4.0,3.0,29.0,F,0.0,1.0,U,1.0,16.0,10.0,27.0,2.0,16.0,11.0,27.0,416.0,209.0,40.0,18.0,18.0,10.0,0.0,0.0,0.0,0.0,64.0,0.0,10117.0,A,0.0,16.0,0.0,0.0,1.0,0.067,0.0,2,C,
141468,4.0,4.0,79.0,M,1.0,1.0,H,3.0,25.0,7.0,25.0,1.0,25.0,25.0,18.0,1003.0,258.0,24.0,24.0,24.0,10.0,0.0,37.0,41.0,20.0,29.0,0.0,15748.0,N,25.0,25.0,1.0,0.25,1.0,0.1,0.0,2,S,
179275,6.0,4.0,52.0,F,1.0,1.0,H,7.0,16.0,17.0,46.0,5.0,16.0,5.0,40.0,1424.0,419.0,52.0,20.0,20.0,12.0,0.0,39.0,35.0,,91.0,1.0,16767.0,A,11.0,12.0,1.0,0.111,3.0,0.15,0.0,2,T,7.0
190001,2.0,1.0,,F,1.0,1.0,U,,15.0,3.0,15.0,1.0,15.0,15.0,5.0,687.0,302.0,18.0,18.0,18.0,4.0,0.0,37.0,32.0,42.0,77.0,,12643.0,E,15.0,15.0,1.0,1.0,1.0,0.5,0.0,2,S,
30018,5.0,2.0,73.0,F,0.0,1.0,H,3.0,15.0,9.0,25.0,2.0,15.0,10.0,27.0,636.0,363.0,32.0,18.0,29.274163112752767,13.0,1.0,39.0,29.0,41.0,58.0,0.0,15904.0,A,0.0,12.5,0.0,0.0,2.0,0.154,0.0,1,T,
6367,7.0,6.264708537172312,,F,9.0,4.0,U,,9.0,28.0,327.0,39.0,27.0,3.0,113.0,912.0,180.0,130.0,14.0,16.0,31.0,12.0,29.0,,78.0,19.0,1.0,14910.0,S,7.5,7.67,2.0,0.286,3.0,0.176,1.0,2,C,
154986,5.0,3.0,65.0,M,3.0,1.0,H,1.0,15.0,,61.0,7.0,15.0,5.0,55.0,1139.0,350.0,81.0,20.0,20.0,13.0,4.0,42.0,62.0,13.0,74.0,0.0,17344.0,A,0.0,12.0,0.0,0.0,2.0,0.111,0.0,2,S,
58525,6.0,2.0,54.0,F,5.0,1.0,H,4.0,50.0,25.0,270.0,11.0,50.0,5.0,64.0,390.0,176.0,77.0,19.0,19.0,13.0,0.0,18.0,39.0,46.0,85.0,0.0,8506.0,A,30.0,43.33,1.0,0.091,3.0,0.136,0.0,2,R,6.0
168448,4.0,3.0,79.0,F,2.0,1.0,H,6.0,11.0,44.352711589561,104.0,15.0,11.0,3.0,58.0,3396.0,578.0,96.0,26.0,26.0,9.0,1.0,37.0,18.0,42.0,81.0,1.0,24588.0,A,0.0,11.0,0.0,0.0,1.0,0.053,0.0,1,U,8.0
146877,6.0,2.0,77.0,F,7.0,,U,2.0,12.0,25.0,105.0,10.0,20.0,5.0,64.0,4504.0,887.0,104.0,21.0,21.0,13.0,3.0,21.0,44.0,14.0,84.0,1.0,51832.0,A,10.67,10.67,3.0,0.375,3.0,0.167,0.0,1,U,5.0
69028,6.0,2.0,70.0,F,9.0,1.0,H,5.0,35.0,31.0,150.0,12.0,35.0,5.0,75.0,1088.0,489.0,128.0,18.0,,13.0,0.0,25.0,12.0,54.0,95.0,1.0,18443.0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,8.0
117640,6.0,4.0,80.0,M,9.0,2.0,U,2.0,17.0,31.0,163.0,16.0,17.0,2.0,73.0,0.0,0.0,115.0,16.0,16.0,13.0,,0.0,0.0,0.0,0.0,1.0,0.0,S,,16.0,0.0,0.0,2.0,0.095,1.0,3,S,
186247,8.0,-2.341107033613227,78.0,M,7.0,2.0,H,2.0,10.0,33.0,157.0,15.0,15.0,5.0,83.0,2161.0,274.0,128.0,7.0,17.0,22.0,17.0,35.0,35.0,15.0,29.0,1.0,13359.0,S,10.0,13.33,1.0,0.1,3.0,0.143,1.0,2,S,2.0
133774,4.0,3.0,73.0,M,3.0,1.0,H,4.0,16.0,17.0,66.0,8.0,16.0,3.0,49.0,759.0,423.0,77.0,18.0,18.0,11.0,0.0,38.0,32.0,34.0,89.0,1.0,15600.0,A,0.0,15.0,0.0,0.0,2.0,0.125,0.0,1,R,9.0
63757,6.0,4.0,,F,2.0,3.0,U,,23.0,12.0,80.0,4.0,25.0,15.0,29.0,467.0,240.0,35.0,18.0,7.553551701309658,13.0,0.0,32.0,29.0,33.0,79.0,0.0,10539.0,A,20.0,20.0,2.0,0.25,4.0,0.235,0.0,2,R,
191155,5.0,2.0,,M,0.0,1.0,U,,25.0,7.0,25.0,1.0,25.0,25.0,15.0,455.0,228.0,20.0,20.0,20.0,11.0,0.0,25.0,20.0,27.0,,0.0,10520.0,F,0.0,25.0,0.0,0.0,1.0,0.143,0.0,2,R,
